Geneid	Length	1kcell	dome1	dome2
ENSDARG00000098032	7012	12	39	104
ENSDARG00000032285	1407	10	12	14
ENSDARG00000097134	5204	0	19	31
ENSDARG00000079010	3033	4	6	2
ENSDARG00000097627	684	0	0	3
ENSDARG00000079035	1846	0	2	13
ENSDARG00000097481	5845	2	4	7
ENSDARG00000106749	551	0	0	0
ENSDARG00000097255	3835	1	24	33
ENSDARG00000096901	5010	2	11	31
ENSDARG00000097172	448	0	0	0
ENSDARG00000095708	4959	2	16	52
ENSDARG00000097152	865	0	0	1
ENSDARG00000096856	869	2	12	14
ENSDARG00000097442	1271	11	5	10
ENSDARG00000098027	1959	8	6	12
ENSDARG00000069957	1410	137	64	115
ENSDARG00000020548	982	0	0	0
ENSDARG00000043085	2899	0	0	3
ENSDARG00000043089	2358	0	0	0
ENSDARG00000074544	7427	447	212	370
ENSDARG00000097394	855	2	4	8
ENSDARG00000096941	1974	2	22	57
ENSDARG00000093143	1303	2	11	17
ENSDARG00000097808	1374	4	16	31
ENSDARG00000087331	1233	62	42	88
ENSDARG00000063621	1794	0	0	0
ENSDARG00000108373	116	0	0	0
ENSDARG00000077497	7900	0	0	0
ENSDARG00000069945	1554	0	0	0
ENSDARG00000069944	2906	0	0	0
ENSDARG00000077301	1507	0	0	0
ENSDARG00000063624	2776	62	10	34
ENSDARG00000043102	2404	0	0	0
ENSDARG00000101379	865	6	4	0
ENSDARG00000106023	363	0	0	0
ENSDARG00000108670	1740	2	0	3
ENSDARG00000094909	267	0	0	0
ENSDARG00000108327	117	0	0	0
ENSDARG00000035175	4496	0	2	0
ENSDARG00000038878	1219	0	0	0
ENSDARG00000086712	2542	102	54	128
ENSDARG00000038879	3765	26	17	63
ENSDARG00000038882	4301	1464	1328	2375
ENSDARG00000081366	83	0	0	1
ENSDARG00000083213	87	0	0	0
ENSDARG00000079238	4443	26	10	24
ENSDARG00000058917	949	0	458	710
ENSDARG00000023190	3793	942	1164	2426
ENSDARG00000089641	1765	0	4	18
ENSDARG00000015676	2017	116	37	85
ENSDARG00000091658	2948	0	0	0
ENSDARG00000058960	2429	0	0	0
ENSDARG00000015968	2383	22	3	16
ENSDARG00000058994	867	0	0	0
ENSDARG00000063596	1231	26	20	63
ENSDARG00000100108	3480	232	272	441
ENSDARG00000087489	1837	0	0	0
ENSDARG00000059029	5338	0	0	0
ENSDARG00000070019	2889	1082	1289	2658
ENSDARG00000059035	5506	260	80	138
ENSDARG00000084403	121	0	0	0
ENSDARG00000027803	1482	83	22	62
ENSDARG00000075327	9987	8	0	0
ENSDARG00000074325	1134	0	0	0
ENSDARG00000075713	2021	4	2	0
ENSDARG00000033987	2795	20	44	70
ENSDARG00000097221	713	0	0	0
ENSDARG00000059231	5963	0	0	0
ENSDARG00000025285	1676	44	46	118
ENSDARG00000057677	2483	0	4	0
ENSDARG00000079659	6052	14	34	60
ENSDARG00000030949	1342	302	190	289
ENSDARG00000043134	2494	51	67	139
ENSDARG00000090421	2968	3	0	2
ENSDARG00000079415	1682	4	6	2
ENSDARG00000097665	6218	4	4	2
ENSDARG00000088739	636	0	0	0
ENSDARG00000058880	1471	0	0	0
ENSDARG00000043128	2083	0	302	608
ENSDARG00000043133	2408	0	26	22
ENSDARG00000069888	1943	0	8	8
ENSDARG00000097494	656	0	0	0
ENSDARG00000097832	652	0	0	0
ENSDARG00000079385	1913	0	0	0
ENSDARG00000034313	2724	100	141	333
ENSDARG00000106131	116	0	0	1
ENSDARG00000041502	4000	0	0	1
ENSDARG00000019442	3335	70	13	18
ENSDARG00000023508	1889	16	12	32
ENSDARG00000105014	2517	81	82	100
ENSDARG00000030758	2848	0	0	0
ENSDARG00000079363	3295	18	11	57
ENSDARG00000099645	1509	0	0	0
ENSDARG00000091207	993	0	0	0
ENSDARG00000105503	3298	98	44	50
ENSDARG00000010373	927	1	0	0
ENSDARG00000090687	4964	16	14	14
ENSDARG00000106743	3457	0	0	0
ENSDARG00000074984	2109	0	0	2
ENSDARG00000079914	2580	0	0	0
ENSDARG00000063539	1880	0	0	4
ENSDARG00000099555	5915	2	0	0
ENSDARG00000103149	2791	106	96	202
ENSDARG00000058869	820	2	0	4
ENSDARG00000106686	497	0	0	0
ENSDARG00000102890	1429	0	2	0
ENSDARG00000099905	917	2	0	2
ENSDARG00000105008	1720	0	0	0
ENSDARG00000099495	2736	0	0	0
ENSDARG00000099254	909	0	0	0
ENSDARG00000104648	837	0	0	0
ENSDARG00000099171	1235	0	0	0
ENSDARG00000103305	918	0	0	1
ENSDARG00000100595	882	0	0	0
ENSDARG00000100378	1703	0	0	0
ENSDARG00000100976	240	0	0	0
ENSDARG00000100395	119	0	0	0
ENSDARG00000105172	1889	280	152	392
ENSDARG00000104834	3881	0	0	0
ENSDARG00000102142	5056	6	2	0
ENSDARG00000104631	4581	0	3	2
ENSDARG00000078683	3361	0	10	7
ENSDARG00000062552	1691	0	30	50
ENSDARG00000002794	2594	0	1	0
ENSDARG00000091727	1604	0	0	0
ENSDARG00000069867	1491	10	6	2
ENSDARG00000105449	840	0	0	0
ENSDARG00000042837	1874	508	292	546
ENSDARG00000042835	3429	48	13	22
ENSDARG00000108419	440	0	0	0
ENSDARG00000042833	1796	59	10	56
ENSDARG00000042252	2467	219	281	578
ENSDARG00000097648	2587	0	0	0
ENSDARG00000069852	3850	12	2	4
ENSDARG00000042825	5389	51	63	83
ENSDARG00000042823	1211	181	199	298
ENSDARG00000097181	541	0	0	0
ENSDARG00000063475	3390	0	0	2
ENSDARG00000026049	2143	0	0	0
ENSDARG00000014704	3392	84	17	37
ENSDARG00000042810	2325	0	0	0
ENSDARG00000058724	2740	0	0	0
ENSDARG00000105827	4481	0	0	0
ENSDARG00000105793	3307	0	0	0
ENSDARG00000105833	1333	0	0	0
ENSDARG00000105722	2265	0	0	0
ENSDARG00000105808	1477	0	0	0
ENSDARG00000094462	1318	0	0	0
ENSDARG00000101580	915	0	0	0
ENSDARG00000095222	2268	0	0	0
ENSDARG00000105721	2463	0	0	0
ENSDARG00000087635	1887	0	0	0
ENSDARG00000102352	1619	0	0	0
ENSDARG00000090931	1682	0	0	0
ENSDARG00000058762	1601	0	0	0
ENSDARG00000058765	1682	0	0	0
ENSDARG00000105730	2913	0	0	0
ENSDARG00000091929	1162	0	0	0
ENSDARG00000095060	1294	0	0	0
ENSDARG00000105797	2340	0	0	0
ENSDARG00000105707	3391	0	0	0
ENSDARG00000087761	1361	0	0	0
ENSDARG00000105761	1239	0	0	0
ENSDARG00000087968	1412	0	0	0
ENSDARG00000100663	2086	0	0	0
ENSDARG00000105671	1935	0	0	0
ENSDARG00000105711	1357	0	0	0
ENSDARG00000105683	2324	0	0	0
ENSDARG00000105677	1319	0	0	0
ENSDARG00000103632	3433	0	0	0
ENSDARG00000077211	1278	0	0	0
ENSDARG00000105752	2182	0	0	0
ENSDARG00000083387	119	0	0	0
ENSDARG00000043241	2109	0	0	0
ENSDARG00000043238	2138	4	2	0
ENSDARG00000060312	5694	748	226	584
ENSDARG00000091992	555	0	0	0
ENSDARG00000060308	7458	132	34	106
ENSDARG00000030604	2746	0	0	0
ENSDARG00000059304	961	16	36	96
ENSDARG00000059303	2996	669	942	1637
ENSDARG00000070038	669	0	0	0
ENSDARG00000074747	7944	444	206	390
ENSDARG00000097102	1754	804	1618	2868
ENSDARG00000074271	964	0	2	5
ENSDARG00000021633	2335	0	12	10
ENSDARG00000090953	959	0	0	0
ENSDARG00000087386	2039	0	2	0
ENSDARG00000028118	8161	10	4	22
ENSDARG00000044781	2254	136	84	163
ENSDARG00000002385	9978	94	2	24
ENSDARG00000084974	136	0	0	0
ENSDARG00000100452	1527	66	148	213
ENSDARG00000035765	1488	0	0	0
ENSDARG00000095260	283	0	0	0
ENSDARG00000096597	1034	10	4	2
ENSDARG00000108860	329	0	0	0
ENSDARG00000011488	2589	15	18	10
ENSDARG00000002795	2774	2	4	0
ENSDARG00000012915	2116	38	41	58
ENSDARG00000018073	3163	76	54	104
ENSDARG00000098999	2161	0	88	136
ENSDARG00000107336	117	0	0	0
ENSDARG00000097476	382	0	0	0
ENSDARG00000042180	1135	0	0	0
ENSDARG00000075253	5316	12	0	1
ENSDARG00000069675	1046	0	0	0
ENSDARG00000007097	1526	0	0	0
ENSDARG00000100227	4421	104	150	214
ENSDARG00000099524	2342	19	2	15
ENSDARG00000108883	1568	0	0	0
ENSDARG00000097641	142	0	0	0
ENSDARG00000062633	1259	2	4	4
ENSDARG00000062553	3904	30	8	16
ENSDARG00000055344	6877	8	8	16
ENSDARG00000041869	3353	14	4	11
ENSDARG00000087835	1815	6	2	4
ENSDARG00000062562	3438	8	2	4
ENSDARG00000069649	1220	4	4	8
ENSDARG00000015876	5128	0	0	0
ENSDARG00000106611	198	0	0	0
ENSDARG00000062577	8467	274	134	218
ENSDARG00000107394	116	0	0	0
ENSDARG00000097094	1214	0	1	2
ENSDARG00000026967	2805	78	60	150
ENSDARG00000012177	3449	44	14	28
ENSDARG00000106340	117	0	0	0
ENSDARG00000012968	4079	0	0	0
ENSDARG00000016088	981	0	0	0
ENSDARG00000010231	3396	0	0	0
ENSDARG00000057504	2410	0	0	0
ENSDARG00000038278	1926	0	0	0
ENSDARG00000097786	1713	0	0	1
ENSDARG00000100825	2145	170	60	87
ENSDARG00000097085	1693	4	24	14
ENSDARG00000038106	2368	8	12	4
ENSDARG00000027418	1744	50	30	62
ENSDARG00000038107	7938	0	0	0
ENSDARG00000091042	18124	92	22	26
ENSDARG00000104870	2384	0	0	0
ENSDARG00000105120	3882	6	2	8
ENSDARG00000104456	542	0	0	0
ENSDARG00000098441	1775	14	4	8
ENSDARG00000108500	1421	0	0	0
ENSDARG00000107588	379	0	0	0
ENSDARG00000087018	453	4	0	4
ENSDARG00000103424	2666	0	2	0
ENSDARG00000099469	898	0	0	0
ENSDARG00000103321	129	0	0	0
ENSDARG00000105088	11846	76	48	94
ENSDARG00000106976	116	0	0	0
ENSDARG00000101444	405	0	0	0
ENSDARG00000097312	894	0	0	0
ENSDARG00000097335	1097	0	0	0
ENSDARG00000097687	840	0	0	0
ENSDARG00000089864	1575	0	0	0
ENSDARG00000100169	690	0	0	0
ENSDARG00000105859	2448	0	0	0
ENSDARG00000107980	1920	0	0	0
ENSDARG00000097888	752	0	0	0
ENSDARG00000037883	3070	8	2	0
ENSDARG00000097179	908	0	0	0
ENSDARG00000037884	1929	10	30	20
ENSDARG00000105124	2217	0	0	0
ENSDARG00000107289	705	0	0	0
ENSDARG00000102115	538	52	42	92
ENSDARG00000101761	119	0	0	0
ENSDARG00000099186	5694	506	550	754
ENSDARG00000100467	2174	35	20	22
ENSDARG00000104058	1424	24	28	60
ENSDARG00000102902	7293	176	186	348
ENSDARG00000104676	6355	14	16	16
ENSDARG00000102912	1677	0	0	0
ENSDARG00000099953	2791	0	0	0
ENSDARG00000108779	136	0	0	0
ENSDARG00000085131	118	0	0	0
ENSDARG00000100501	2770	0	0	0
ENSDARG00000102703	1734	0	0	0
ENSDARG00000102364	5220	0	0	0
ENSDARG00000106745	1685	0	0	0
ENSDARG00000098057	7030	0	0	0
ENSDARG00000103639	930	0	0	0
ENSDARG00000100971	1325	0	0	0
ENSDARG00000100969	1795	0	0	0
ENSDARG00000100383	3764	0	0	0
ENSDARG00000098363	911	0	0	0
ENSDARG00000103117	3051	246	58	88
ENSDARG00000099031	2072	0	0	0
ENSDARG00000101713	2641	0	0	0
ENSDARG00000109112	1067	0	0	0
ENSDARG00000106532	303	0	0	0
ENSDARG00000105059	2850	0	0	0
ENSDARG00000106662	507	0	1	0
ENSDARG00000084093	133	0	0	0
ENSDARG00000099797	129	0	0	0
ENSDARG00000103720	1774	0	8	12
ENSDARG00000040725	2691	1170	446	904
ENSDARG00000105902	197	0	0	0
ENSDARG00000105891	361	0	0	0
ENSDARG00000096950	572	0	2	0
ENSDARG00000033171	1563	100	76	80
ENSDARG00000097692	2070	80	8	41
ENSDARG00000016290	3418	0	0	0
ENSDARG00000098171	6765	4	10	14
ENSDARG00000086498	2482	0	0	0
ENSDARG00000099606	1532	0	0	0
ENSDARG00000100941	3033	0	0	0
ENSDARG00000100455	2393	94	128	222
ENSDARG00000102343	1203	0	0	0
ENSDARG00000104960	1218	0	4	4
ENSDARG00000099927	1788	2	0	0
ENSDARG00000109046	117	0	0	0
ENSDARG00000099779	5157	134	36	78
ENSDARG00000101949	4940	0	0	4
ENSDARG00000101130	2161	45	55	116
ENSDARG00000099814	3397	216	88	187
ENSDARG00000100919	2334	0	2	12
ENSDARG00000101942	4849	176	243	395
ENSDARG00000109054	117	0	0	1
ENSDARG00000102736	2414	46	20	52
ENSDARG00000103692	3313	0	0	0
ENSDARG00000102669	3749	0	0	0
ENSDARG00000104746	2494	0	0	0
ENSDARG00000101798	2760	0	0	0
ENSDARG00000104172	2784	4	12	20
ENSDARG00000103638	1812	1	2	4
ENSDARG00000101748	1125	0	0	6
ENSDARG00000100144	471	0	0	0
ENSDARG00000097726	3419	0	0	0
ENSDARG00000071652	2345	96	62	93
ENSDARG00000026448	859	14	3	16
ENSDARG00000074137	8818	174	32	59
ENSDARG00000096892	1037	0	0	0
ENSDARG00000015134	2272	0	0	0
ENSDARG00000071658	2518	0	8	8
ENSDARG00000090126	1020	0	0	0
ENSDARG00000098008	118	0	0	0
ENSDARG00000082467	86	0	0	0
ENSDARG00000042293	1626	2	0	2
ENSDARG00000031299	1445	8	10	14
ENSDARG00000004141	1485	0	0	2
ENSDARG00000069823	3254	0	0	4
ENSDARG00000106599	388	0	0	0
ENSDARG00000079416	1850	2	6	0
ENSDARG00000045628	1806	6	56	76
ENSDARG00000045626	3133	14	14	28
ENSDARG00000003963	3072	28	8	8
ENSDARG00000097638	481	0	0	0
ENSDARG00000106055	981	0	0	0
ENSDARG00000098034	2159	0	0	0
ENSDARG00000097793	752	0	0	2
ENSDARG00000097340	687	0	0	0
ENSDARG00000031562	1908	24	14	14
ENSDARG00000057625	1344	0	2	6
ENSDARG00000073926	5955	126	171	268
ENSDARG00000006615	4167	0	53	102
ENSDARG00000097404	1082	0	0	0
ENSDARG00000069790	1383	202	434	587
ENSDARG00000057691	2731	1216	1647	2866
ENSDARG00000057661	2174	0	0	2
ENSDARG00000087176	3341	0	0	0
ENSDARG00000030945	7929	414	54	76
ENSDARG00000042509	1237	10	8	16
ENSDARG00000016543	1370	4	10	14
ENSDARG00000033978	2478	78	102	184
ENSDARG00000058079	830	27	32	60
ENSDARG00000024139	1217	0	0	0
ENSDARG00000078578	5186	588	270	410
ENSDARG00000069774	3137	28	38	88
ENSDARG00000107558	117	0	0	0
ENSDARG00000042418	2972	0	0	0
ENSDARG00000088898	2959	0	0	1
ENSDARG00000096845	402	0	0	0
ENSDARG00000062987	2692	259	256	476
ENSDARG00000042379	1641	4	0	3
ENSDARG00000017261	2669	20	20	20
ENSDARG00000087258	805	3	0	3
ENSDARG00000097296	708	0	0	0
ENSDARG00000097962	885	1	0	1
ENSDARG00000062972	8264	228	190	389
ENSDARG00000042332	4290	6	8	12
ENSDARG00000088251	1495	2	0	12
ENSDARG00000018973	2287	134	154	305
ENSDARG00000069744	1210	38	2	24
ENSDARG00000086173	4551	107	40	67
ENSDARG00000057805	1262	210	64	130
ENSDARG00000069742	4614	103	29	42
ENSDARG00000057787	4830	0	0	0
ENSDARG00000098012	2608	0	0	0
ENSDARG00000097744	932	0	0	0
ENSDARG00000097065	704	0	0	0
ENSDARG00000041586	7749	72	42	107
ENSDARG00000096838	338	0	0	0
ENSDARG00000090716	8493	272	190	290
ENSDARG00000012450	2205	164	262	437
ENSDARG00000080484	127	0	0	0
ENSDARG00000097320	916	0	0	0
ENSDARG00000096955	1419	0	0	0
ENSDARG00000058219	2898	19	4	6
ENSDARG00000058230	2346	300	372	632
ENSDARG00000079931	6464	68	34	100
ENSDARG00000033544	3327	0	2	0
ENSDARG00000058252	4211	2	0	0
ENSDARG00000058254	1552	2	4	0
ENSDARG00000097333	2444	0	4	10
ENSDARG00000097483	1629	0	2	0
ENSDARG00000104312	4416	0	0	0
ENSDARG00000100039	818	0	0	0
ENSDARG00000099533	2493	48	2	4
ENSDARG00000077785	2977	0	0	0
ENSDARG00000104200	4864	0	0	0
ENSDARG00000079378	6255	6	16	21
ENSDARG00000031214	2757	458	379	538
ENSDARG00000042621	1335	0	0	0
ENSDARG00000025302	2682	0	0	2
ENSDARG00000108515	116	0	0	0
ENSDARG00000014849	1313	0	0	0
ENSDARG00000087717	2752	0	0	0
ENSDARG00000096928	1282	1	1	0
ENSDARG00000058329	4579	1	0	2
ENSDARG00000095113	1680	0	0	0
ENSDARG00000028850	2469	21	20	47
ENSDARG00000005865	1911	0	0	0
ENSDARG00000077898	2219	0	0	0
ENSDARG00000073812	1781	0	0	0
ENSDARG00000074526	8939	2	0	0
ENSDARG00000007220	8600	24	16	48
ENSDARG00000042677	2535	0	0	2
ENSDARG00000097536	1833	0	0	2
ENSDARG00000075334	7048	38	0	12
ENSDARG00000093679	317	0	0	0
ENSDARG00000033845	9838	4	0	0
ENSDARG00000097206	606	0	0	0
ENSDARG00000097663	920	0	0	4
ENSDARG00000086037	2152	8	9	22
ENSDARG00000015823	4327	172	204	308
ENSDARG00000042659	1073	32	50	86
ENSDARG00000042658	1983	40	6	22
ENSDARG00000076639	2690	0	10	18
ENSDARG00000085198	120	0	0	0
ENSDARG00000042646	5997	4	6	18
ENSDARG00000096837	1109	0	0	0
ENSDARG00000037402	942	0	0	4
ENSDARG00000037403	2887	2	6	4
ENSDARG00000096658	525	0	0	0
ENSDARG00000086272	1721	0	0	0
ENSDARG00000096521	758	0	1	0
ENSDARG00000075436	6223	4	0	0
ENSDARG00000014137	5082	24	8	26
ENSDARG00000097273	975	2	1	1
ENSDARG00000063372	2336	0	0	0
ENSDARG00000079119	3130	0	0	2
ENSDARG00000058538	3078	0	154	294
ENSDARG00000023814	5983	234	52	106
ENSDARG00000020964	2559	190	92	159
ENSDARG00000074073	2298	0	0	0
ENSDARG00000097182	699	0	0	0
ENSDARG00000037405	2267	326	64	105
ENSDARG00000020946	3241	0	6	12
ENSDARG00000003910	8004	384	109	273
ENSDARG00000030782	5926	4	0	8
ENSDARG00000017710	1583	0	38	28
ENSDARG00000097525	993	0	0	1
ENSDARG00000069476	2024	191	234	531
ENSDARG00000058459	7906	282	18	38
ENSDARG00000097067	650	0	0	0
ENSDARG00000007743	2809	6	6	2
ENSDARG00000042724	3883	355	514	898
ENSDARG00000058413	995	0	0	0
ENSDARG00000069464	952	0	0	0
ENSDARG00000025788	1879	170	60	132
ENSDARG00000096873	570	0	0	0
ENSDARG00000002336	3657	0	0	5
ENSDARG00000031098	1807	56	62	120
ENSDARG00000041565	1928	357	204	390
ENSDARG00000063307	3451	6	2	0
ENSDARG00000073872	3088	102	46	92
ENSDARG00000097695	1705	0	0	0
ENSDARG00000097349	1703	0	0	0
ENSDARG00000074791	4476	14	16	10
ENSDARG00000096895	1703	0	0	0
ENSDARG00000097578	1705	0	0	0
ENSDARG00000028259	2196	118	28	36
ENSDARG00000097205	5992	2	0	0
ENSDARG00000097996	791	0	0	0
ENSDARG00000020107	3737	14	6	16
ENSDARG00000002682	2756	46	8	32
ENSDARG00000093780	2546	0	0	0
ENSDARG00000093199	4648	0	0	0
ENSDARG00000095315	4510	0	0	0
ENSDARG00000056314	6028	0	0	0
ENSDARG00000041685	5468	0	0	3
ENSDARG00000041645	4452	0	0	2
ENSDARG00000078757	4015	0	0	0
ENSDARG00000077872	4158	0	0	0
ENSDARG00000097504	4531	0	0	0
ENSDARG00000097105	441	0	0	0
ENSDARG00000108471	809	0	0	0
ENSDARG00000084089	92	0	0	2
ENSDARG00000041689	1504	72	52	69
ENSDARG00000069409	2457	112	28	54
ENSDARG00000077399	2249	0	0	0
ENSDARG00000097950	644	1	0	1
ENSDARG00000108905	1899	0	0	0
ENSDARG00000081501	96	0	0	0
ENSDARG00000081785	84	0	0	0
ENSDARG00000081350	145	0	0	0
ENSDARG00000107242	318	0	0	0
ENSDARG00000097580	1090	32	18	28
ENSDARG00000013892	8679	220	96	200
ENSDARG00000097876	649	0	0	0
ENSDARG00000041715	2050	0	0	0
ENSDARG00000030139	1481	45	45	82
ENSDARG00000056804	2181	0	0	0
ENSDARG00000016724	2747	211	68	92
ENSDARG00000032430	3026	290	368	540
ENSDARG00000096853	1717	0	0	2
ENSDARG00000062315	5679	6	4	14
ENSDARG00000056835	1516	0	0	0
ENSDARG00000062319	1680	0	0	0
ENSDARG00000069375	1539	0	0	0
ENSDARG00000089200	5243	4	0	0
ENSDARG00000097788	799	0	0	0
ENSDARG00000056896	4929	0	0	2
ENSDARG00000056921	2448	0	0	0
ENSDARG00000056926	2613	0	0	0
ENSDARG00000062359	3480	0	0	0
ENSDARG00000096859	13253	0	0	2
ENSDARG00000105841	117	0	0	0
ENSDARG00000069361	3299	0	0	6
ENSDARG00000074950	903	0	0	0
ENSDARG00000056934	2316	0	0	0
ENSDARG00000076650	4997	5	4	8
ENSDARG00000075851	1969	148	56	85
ENSDARG00000084849	130	0	0	0
ENSDARG00000024920	4484	38	110	169
ENSDARG00000030532	5622	218	140	211
ENSDARG00000026753	5783	34	13	58
ENSDARG00000106977	117	0	0	0
ENSDARG00000108908	116	0	0	0
ENSDARG00000077161	1127	0	0	0
ENSDARG00000009958	4069	144	30	107
ENSDARG00000005368	3946	0	2	0
ENSDARG00000074074	2208	160	112	154
ENSDARG00000056134	1084	0	0	0
ENSDARG00000082216	118	0	0	0
ENSDARG00000004537	16810	604	178	270
ENSDARG00000040571	6024	125	92	178
ENSDARG00000040566	3744	32	32	55
ENSDARG00000040568	3411	0	0	0
ENSDARG00000073724	3971	112	120	162
ENSDARG00000078068	3126	0	0	0
ENSDARG00000055991	2913	66	62	84
ENSDARG00000096575	3050	6	14	12
ENSDARG00000075834	2894	114	14	24
ENSDARG00000096614	2826	22	8	12
ENSDARG00000069270	2022	0	0	0
ENSDARG00000024966	6638	66	38	48
ENSDARG00000040565	1773	2	4	4
ENSDARG00000055965	1971	35	6	14
ENSDARG00000021985	2581	145	67	124
ENSDARG00000055897	2733	0	0	0
ENSDARG00000078355	5568	370	250	404
ENSDARG00000010487	1474	226	349	502
ENSDARG00000069282	3808	0	2	20
ENSDARG00000084048	126	0	0	0
ENSDARG00000040559	1653	36	14	24
ENSDARG00000040556	1173	0	0	2
ENSDARG00000040553	1467	59	48	90
ENSDARG00000097770	2039	0	0	2
ENSDARG00000086369	1567	0	0	0
ENSDARG00000061895	7476	52	24	60
ENSDARG00000097871	1386	0	0	0
ENSDARG00000007566	2895	256	207	352
ENSDARG00000061862	10997	228	142	226
ENSDARG00000097097	565	0	0	0
ENSDARG00000055591	1963	4	4	7
ENSDARG00000109028	397	0	0	0
ENSDARG00000106531	1087	0	0	0
ENSDARG00000079414	4365	14	10	14
ENSDARG00000075509	4889	486	166	366
ENSDARG00000031814	1572	18	16	32
ENSDARG00000097019	5973	0	0	0
ENSDARG00000041252	3430	102	118	152
ENSDARG00000076483	2588	4	2	4
ENSDARG00000097243	912	0	0	0
ENSDARG00000055632	2159	0	0	2
ENSDARG00000069314	882	24	8	26
ENSDARG00000092305	2329	260	148	270
ENSDARG00000076834	5175	0	0	0
ENSDARG00000055635	3346	640	741	1146
ENSDARG00000006399	1818	782	988	1465
ENSDARG00000055648	7446	202	212	328
ENSDARG00000026654	1406	196	94	126
ENSDARG00000090481	2704	0	0	0
ENSDARG00000075067	1595	0	0	0
ENSDARG00000083597	86	0	0	0
ENSDARG00000078768	4314	75	18	52
ENSDARG00000107113	117	0	0	0
ENSDARG00000106303	860	0	0	0
ENSDARG00000089513	2156	0	0	0
ENSDARG00000097912	765	0	0	0
ENSDARG00000097987	765	0	0	0
ENSDARG00000087757	2086	0	0	0
ENSDARG00000097616	764	0	0	0
ENSDARG00000096818	1071	0	0	0
ENSDARG00000096930	765	0	0	0
ENSDARG00000055683	2224	0	2	0
ENSDARG00000042727	1843	33	24	43
ENSDARG00000093931	2427	20	0	0
ENSDARG00000069324	3829	156	220	386
ENSDARG00000090686	1146	0	0	0
ENSDARG00000101859	5306	90	88	170
ENSDARG00000055838	2693	230	76	126
ENSDARG00000032013	2290	316	174	344
ENSDARG00000030913	6052	302	256	447
ENSDARG00000090642	2062	17	8	15
ENSDARG00000077396	2897	84	29	58
ENSDARG00000061634	2400	88	24	54
ENSDARG00000018110	5464	820	968	1460
ENSDARG00000108678	117	0	0	0
ENSDARG00000099969	1636	98	2	27
ENSDARG00000100826	3201	100	180	358
ENSDARG00000055548	4443	598	94	226
ENSDARG00000089887	2077	0	0	0
ENSDARG00000055479	2273	2	0	2
ENSDARG00000087793	2531	0	10	43
ENSDARG00000069603	10945	44	30	42
ENSDARG00000007744	2658	60	120	238
ENSDARG00000055493	2617	69	76	128
ENSDARG00000097316	1534	0	6	5
ENSDARG00000080565	94	0	0	0
ENSDARG00000081190	85	0	0	0
ENSDARG00000057973	2138	153	36	61
ENSDARG00000106314	116	0	0	0
ENSDARG00000083061	118	0	0	0
ENSDARG00000082727	119	0	0	0
ENSDARG00000108322	240	0	0	0
ENSDARG00000085284	118	0	0	0
ENSDARG00000082878	119	0	0	0
ENSDARG00000098528	2655	0	0	0
ENSDARG00000003938	2421	250	165	302
ENSDARG00000061383	2045	0	0	0
ENSDARG00000079702	8249	148	100	142
ENSDARG00000039999	2943	2	3	2
ENSDARG00000074561	1999	4	4	6
ENSDARG00000079340	2509	12	10	22
ENSDARG00000107956	659	0	0	0
ENSDARG00000055255	4859	8	2	10
ENSDARG00000034227	4183	162	45	78
ENSDARG00000004636	3475	493	515	889
ENSDARG00000009273	2474	230	326	534
ENSDARG00000090764	8608	200	195	360
ENSDARG00000097830	747	0	0	0
ENSDARG00000096918	836	0	0	0
ENSDARG00000097266	2387	0	2	0
ENSDARG00000097072	904	0	0	0
ENSDARG00000006120	2616	0	0	0
ENSDARG00000030058	2276	0	0	0
ENSDARG00000108415	186	0	0	1
ENSDARG00000074410	4044	184	60	86
ENSDARG00000108365	117	0	0	0
ENSDARG00000096642	218	0	0	0
ENSDARG00000101596	118	0	0	0
ENSDARG00000107666	117	0	0	0
ENSDARG00000108641	729	0	0	0
ENSDARG00000014018	2464	18	14	46
ENSDARG00000106840	116	0	0	0
ENSDARG00000099423	1177	0	0	0
ENSDARG00000041137	1878	18	10	22
ENSDARG00000041141	1351	0	0	0
ENSDARG00000007655	1293	0	0	0
ENSDARG00000034453	1219	0	2	8
ENSDARG00000011879	3048	41	6	10
ENSDARG00000026149	1940	36	6	0
ENSDARG00000010610	4074	24	22	28
ENSDARG00000055388	1855	0	2	0
ENSDARG00000077285	3726	0	0	0
ENSDARG00000074660	2004	0	0	0
ENSDARG00000026180	8341	1212	1470	2330
ENSDARG00000061579	9316	112	34	32
ENSDARG00000087736	4163	0	0	0
ENSDARG00000096593	941	0	0	0
ENSDARG00000036848	5718	4	6	24
ENSDARG00000039490	1807	126	57	142
ENSDARG00000039489	5130	186	114	202
ENSDARG00000014652	4911	0	0	0
ENSDARG00000088440	4662	594	38	122
ENSDARG00000097453	392	0	0	0
ENSDARG00000097843	1042	0	0	0
ENSDARG00000061165	2510	4	4	5
ENSDARG00000025977	2007	38	74	87
ENSDARG00000017673	9226	0	0	0
ENSDARG00000090386	3859	46	8	34
ENSDARG00000079479	2246	4	2	0
ENSDARG00000008808	3676	226	70	134
ENSDARG00000025478	2987	0	0	2
ENSDARG00000054456	5737	8	16	14
ENSDARG00000040955	770	0	12	32
ENSDARG00000068926	3504	577	59	172
ENSDARG00000078748	2967	0	83	120
ENSDARG00000074967	2664	98	48	102
ENSDARG00000013804	1480	84	112	186
ENSDARG00000040965	1700	6	0	0
ENSDARG00000040966	2478	234	70	128
